k,n,joint_pass,joint_pass_rate,functional_pass,functional_rate,security_pass,security_rate,mean_findings,mean_feedback,condition
0,19,9,0.47368421052631576,9,0.47368421052631576,10,0.5263157894736842,0.0,0.0,naive (naive_sonnet_20260416_150456)
0,19,10,0.5263157894736842,12,0.631578947368421,10,0.5263157894736842,0.05263157894736842,0.0,selective (selective_sonnet_20260416_150457)
0,19,11,0.5789473684210527,12,0.631578947368421,11,0.5789473684210527,0.05263157894736842,0.0,llm_judge (llm_judge_sonnet_20260416_150458)
